"","max_depth","gamma","colsample_bytree","min_child_weight","subsample","max_delta_step","eta","iter","train_rmse_mean","train_rmse_std","test_rmse_mean","test_rmse_std"
"39",9,0,1,6,1,1,1,39,0.193184,0.00288866730517732,0.201516,0.00363956816119751
"40",9,0,1,6,1,1,1,40,0.1926194,0.00297324197468048,0.2010308,0.00373208019206504
"41",9,0,1,6,1,1,1,41,0.1918322,0.00304191593572232,0.2003668,0.00381987525450742
"42",9,0,1,6,1,1,1,42,0.1913684,0.00280933426989412,0.1999874,0.00353986613306137
"43",9,0,1,6,1,1,1,43,0.1905732,0.00250469338642449,0.1993336,0.00326536984735183
"44",9,0,1,6,1,1,1,44,0.1899986,0.00259751716837531,0.1987668,0.00331560440342433
"45",9,0,1,6,1,1,1,45,0.1890998,0.00282998115894658,0.197989,0.00338105249885282
"46",9,0,1,6,1,1,1,46,0.1883788,0.00264607705103288,0.1973822,0.00330127620171359
"47",9,0,1,6,1,1,1,47,0.1877452,0.00259549474281895,0.1968748,0.00329555236037976
"48",9,0,1,6,1,1,1,48,0.1865656,0.00260000089230853,0.1959966,0.00335702347921435
"49",9,0,1,6,1,1,1,49,0.1860354,0.00248294732928372,0.1955198,0.00328951652374631
"50",9,0,1,6,1,1,1,50,0.185128,0.00269876949738394,0.1948574,0.00340948034750067
"51",9,0,1,6,1,1,1,51,0.1840496,0.00268990844453773,0.193877,0.00335023246954674
"52",9,0,1,6,1,1,1,52,0.1835654,0.00258107439644998,0.193589,0.00326743097861341
"53",9,0,1,6,1,1,1,53,0.182901,0.00264469189131758,0.1929842,0.00338452776026371
"54",9,0,1,6,1,1,1,54,0.181944,0.00273908670910558,0.1921984,0.00336547034454302
"55",9,0,1,6,1,1,1,55,0.1813042,0.0027703696071105,0.1916678,0.00337053333465173
"56",9,0,1,6,1,1,1,56,0.180494,0.00250609082038175,0.1910976,0.00302743096370454
"57",9,0,1,6,1,1,1,57,0.1798846,0.00246371951325514,0.1906004,0.00301319707951495
"58",9,0,1,6,1,1,1,58,0.1788588,0.0024027533706155,0.1896812,0.0029104194474328
"59",9,0,1,6,1,1,1,59,0.178181,0.00254655539896616,0.1891446,0.00307666011122442
"60",9,0,1,6,1,1,1,60,0.1774384,0.00217923111211285,0.188525,0.00267191878619126
"61",9,0,1,6,1,1,1,61,0.1768954,0.00184205913042952,0.1881406,0.00244623732291042
"62",9,0,1,6,1,1,1,62,0.1760352,0.00189405790830139,0.1876036,0.00261599056573334
"63",9,0,1,6,1,1,1,63,0.1755312,0.00195712313358211,0.1872908,0.0026874857692643
"64",9,0,1,6,1,1,1,64,0.1750496,0.00194533797577686,0.1869204,0.00263492289071216
"65",9,0,1,6,1,1,1,65,0.1745628,0.00186695874619685,0.1864506,0.00252843545300267
"66",9,0,1,6,1,1,1,66,0.1740286,0.00196903403728733,0.1860668,0.00258119215867296
"67",9,0,1,6,1,1,1,67,0.1732296,0.00186063114023083,0.185419,0.00244660115261938
"68",9,0,1,6,1,1,1,68,0.1726608,0.00188206922295594,0.1850032,0.00239685672496213
"69",9,0,1,6,1,1,1,69,0.172066,0.00204533351803562,0.1845096,0.00261632961226377
"70",9,0,1,6,1,1,1,70,0.1715622,0.00188604998873411,0.1841366,0.00246467008745601
"71",9,0,1,6,1,1,1,71,0.1712376,0.00190449296139455,0.1838778,0.00256581740581887
"72",9,0,1,6,1,1,1,72,0.1707166,0.0020830860375898,0.1834506,0.00270557192475171
"73",9,0,1,6,1,1,1,73,0.1703466,0.00214247376646597,0.1831164,0.00276847926486757
"74",9,0,1,6,1,1,1,74,0.1695564,0.00184179701378924,0.1825006,0.00246441283879078
"75",9,0,1,6,1,1,1,75,0.1689278,0.00162066040859744,0.1821012,0.00228105294984548
"76",9,0,1,6,1,1,1,76,0.1683182,0.00130208285450545,0.1815904,0.00194398216041234
"77",9,0,1,6,1,1,1,77,0.167735,0.00144300519749684,0.1811672,0.00201306993420582
"78",9,0,1,6,1,1,1,78,0.1668118,0.00127014115750862,0.1803714,0.00190288744806479
"79",9,0,1,6,1,1,1,79,0.1662888,0.00135815660363566,0.1799812,0.00193863182682931
"80",9,0,1,6,1,1,1,80,0.1656564,0.00111570580351377,0.1794366,0.00176951367330181
"81",10,0,1,6,1,1,1,1,0.328272,0.000168594187328375,0.3291418,0.000469878026734979
"82",10,0,1,6,1,1,1,2,0.2606176,0.0004483421015186,0.2622492,0.000990161481773708
"83",10,0,1,6,1,1,1,3,0.245118,0.000484031403935459,0.2470348,0.00105526004378154
"84",10,0,1,6,1,1,1,4,0.2400404,0.000380157125398897,0.2421414,0.000934758278914141
"85",10,0,1,6,1,1,1,5,0.2374108,0.000632070375827736,0.2396826,0.00132655819321946
"86",10,0,1,6,1,1,1,6,0.2342668,0.00065299047466095,0.236794,0.00129171900969021
"87",10,0,1,6,1,1,1,7,0.2316044,0.00148559868066561,0.2343532,0.0016085768119648
"88",10,0,1,6,1,1,1,8,0.2294836,0.0018692655884071,0.2324686,0.00142176870130113
"89",10,0,1,6,1,1,1,9,0.2268646,0.00160727677765792,0.230088,0.00139584598003882
"90",10,0,1,6,1,1,1,10,0.2246972,0.000257681508862728,0.2282208,0.000973199958900409
"91",10,0,1,6,1,1,1,11,0.2216224,0.00129120728002979,0.2253998,0.00100971786158173
"92",10,0,1,6,1,1,1,12,0.2194692,0.00191887898523956,0.223561,0.00147994013392428
"93",10,0,1,6,1,1,1,13,0.2179106,0.00184539216428434,0.2223142,0.00145512135576358
"94",10,0,1,6,1,1,1,14,0.2159462,0.00234537360776367,0.2204622,0.00189047247004534
"95",10,0,1,6,1,1,1,15,0.2132678,0.00156353821826986,0.218212,0.00108317884026932
"96",10,0,1,6,1,1,1,16,0.211924,0.00125422135207546,0.2170408,0.00110198101616853
"97",10,0,1,6,1,1,1,17,0.2103598,0.00118231136339203,0.2156626,0.000915327394975312
"98",10,0,1,6,1,1,1,18,0.209081,0.00101839324428533,0.2145596,0.000816292251591687
"99",10,0,1,6,1,1,1,19,0.2074644,0.00060129679860085,0.2133664,0.000568143150975336
"100",10,0,1,6,1,1,1,20,0.205449,0.00079139724538438,0.2115198,0.00101891773956316
"101",10,0,1,6,1,1,1,21,0.2047434,0.000905399712835873,0.2109064,0.00108927730170273
"102",10,0,1,6,1,1,1,22,0.2038474,0.00104752596149465,0.2101758,0.00119641955851646
"103",10,0,1,6,1,1,1,23,0.2027066,0.00138141095985467,0.2092284,0.00118263478724355
"104",10,0,1,6,1,1,1,24,0.2013134,0.00137548051240264,0.20799,0.00123598495136263
"105",10,0,1,6,1,1,1,25,0.2004946,0.00127044631527829,0.2075194,0.00112851045188219
"106",10,0,1,6,1,1,1,26,0.199542,0.00174933015751852,0.206668,0.00144119006380392
"107",10,0,1,6,1,1,1,27,0.19855,0.00174606872716891,0.2058022,0.00138380885963362
"108",10,0,1,6,1,1,1,28,0.1969856,0.00218372329748979,0.2044934,0.0018532106841922
"109",10,0,1,6,1,1,1,29,0.195936,0.00206035492088178,0.2037538,0.00171429768709935
"110",10,0,1,6,1,1,1,30,0.19428,0.00180531758978763,0.2023442,0.00149624909691015
"111",10,0,1,6,1,1,1,31,0.193166,0.00174470410098581,0.2013856,0.00139682806386522
"112",10,0,1,6,1,1,1,32,0.1919238,0.00211264558314763,0.2002404,0.00182601715216252
"113",10,0,1,6,1,1,1,33,0.1909958,0.00219061291879695,0.1995716,0.00186595526205738
"114",10,0,1,6,1,1,1,34,0.189577,0.00170678563387437,0.1984532,0.00136553790134329
"115",10,0,1,6,1,1,1,35,0.1880092,0.00186865185628586,0.1971024,0.0014184161025614
"116",10,0,1,6,1,1,1,36,0.1867636,0.0016396191752954,0.196183,0.00113576441219277
"117",10,0,1,6,1,1,1,37,0.1855724,0.00157986032294182,0.1951844,0.00115660600032813
"118",10,0,1,6,1,1,1,38,0.1848004,0.00156669289906939,0.1946772,0.00123842390157766
"119",10,0,1,6,1,1,1,39,0.1837214,0.00199928483213183,0.19397,0.00135303096786408
"120",10,0,1,6,1,1,1,40,0.1827648,0.0019247837696731,0.1933052,0.00123801072693049
"121",10,0,1,6,1,1,1,41,0.1819106,0.00193665511643121,0.1926016,0.00112253366987188
"122",10,0,1,6,1,1,1,42,0.1807194,0.00219769302679024,0.1916192,0.00159121618895817
"123",10,0,1,6,1,1,1,43,0.1801198,0.00265732319449615,0.1911324,0.0020239131009005
"124",10,0,1,6,1,1,1,44,0.1794116,0.00284962696506069,0.1905566,0.00221578740857475
"125",10,0,1,6,1,1,1,45,0.1788064,0.00291219351005308,0.1900902,0.00230080884907959
"126",10,0,1,6,1,1,1,46,0.1780606,0.00264114555448968,0.1894744,0.0019467119560954
"127",10,0,1,6,1,1,1,47,0.177198,0.0024871762301844,0.1888532,0.00160790937555452
"128",10,0,1,6,1,1,1,48,0.1763132,0.00204189866545821,0.1882006,0.00129050294071804
"129",10,0,1,6,1,1,1,49,0.1756328,0.00170657017435437,0.1877264,0.0010074011316229
"130",10,0,1,6,1,1,1,50,0.1749114,0.00137238793349449,0.1871724,0.000798267774624422
"131",10,0,1,6,1,1,1,51,0.1739574,0.00133670334779134,0.1865674,0.000961296333084558
"132",10,0,1,6,1,1,1,52,0.1733912,0.00114470422380577,0.186053,0.000859493339128689
"133",10,0,1,6,1,1,1,53,0.1725002,0.00069956169134831,0.1853502,0.000886543715788333
"134",10,0,1,6,1,1,1,54,0.171555,0.000269159432300956,0.1845662,0.00116910348558487
"135",10,0,1,6,1,1,1,55,0.1706192,0.000574330706127887,0.1837722,0.00115616510931693
"136",10,0,1,6,1,1,1,56,0.1697884,0.000560667316684009,0.183203,0.0012334724966537
"137",10,0,1,6,1,1,1,57,0.1689746,0.000599920861447295,0.1824776,0.00126639292480528
"138",10,0,1,6,1,1,1,58,0.1683762,0.00053270194292907,0.1819366,0.00117440326974976
"139",10,0,1,6,1,1,1,59,0.1677896,0.00069723040667831,0.1815884,0.00118576837535536
"140",10,0,1,6,1,1,1,60,0.1672642,0.00069947220102191,0.181171,0.00111576269878626
"141",10,0,1,6,1,1,1,61,0.1668602,0.000785228476302978,0.1809676,0.00113110929622392
"142",10,0,1,6,1,1,1,62,0.1662316,0.000605127622902166,0.1805726,0.000861514619725456
"143",10,0,1,6,1,1,1,63,0.165499,0.00083199447113593,0.180074,0.000735495207320498
"144",10,0,1,6,1,1,1,64,0.1650548,0.00102440546660023,0.1798062,0.000764411512211368
"145",10,0,1,6,1,1,1,65,0.1644346,0.000663956504596222,0.1793226,0.000838592535142039
"146",10,0,1,6,1,1,1,66,0.163965,0.000772494142371534,0.1790328,0.00094826333895603
"147",10,0,1,6,1,1,1,67,0.1636126,0.00079777179694417,0.1788266,0.00119469202725998
"148",10,0,1,6,1,1,1,68,0.163417,0.000726555434909454,0.1786892,0.00113353613087893
"149",10,0,1,6,1,1,1,69,0.1626756,0.00056759584212978,0.1781892,0.00109534860204519
"150",10,0,1,6,1,1,1,70,0.162094,0.000489568381335547,0.1776866,0.000884200339288786
"151",10,0,1,6,1,1,1,71,0.1612128,0.00070915707710195,0.1770954,0.00102518536859983
"152",10,0,1,6,1,1,1,72,0.1606736,0.000729033497172767,0.1766744,0.00101388137372927
"153",10,0,1,6,1,1,1,73,0.1599996,0.000777365190886515,0.1761714,0.00123771040231525
"154",10,0,1,6,1,1,1,74,0.159395,0.000680687005896185,0.1757638,0.0012338182037881
"155",10,0,1,6,1,1,1,75,0.1589056,0.000884592245048122,0.1754422,0.00127065768797185
"156",10,0,1,6,1,1,1,76,0.1584496,0.0009989515703984,0.1751352,0.0014350139232788
"157",10,0,1,6,1,1,1,77,0.1579986,0.00097396952724588,0.174848,0.00157397598456857
"158",10,0,1,6,1,1,1,78,0.1576386,0.000905456039795421,0.1746058,0.00151739742981173
"159",10,0,1,6,1,1,1,79,0.1572002,0.00100722339130672,0.1743244,0.00153005641725858
"160",10,0,1,6,1,1,1,80,0.1565924,0.000987110044525227,0.1738012,0.00152727016601512
"161",11,0,1,6,1,1,1,1,0.326632,0.000119854912181345,0.3277896,0.000427330598011896
"162",11,0,1,6,1,1,1,2,0.2571346,0.000307306752273758,0.2593956,0.000471279365132495
"163",11,0,1,6,1,1,1,3,0.24094,0.000609479778178855,0.243569,0.000816806709080439
"164",11,0,1,6,1,1,1,4,0.2362558,0.000753758422833777,0.2390354,0.000854778240245349
"165",11,0,1,6,1,1,1,5,0.2321332,0.000449345924641783,0.23532,0.000590671143704597
"166",11,0,1,6,1,1,1,6,0.2285666,0.000522810711439666,0.2320218,0.00103453185547946
"167",11,0,1,6,1,1,1,7,0.2257208,0.000853845278726731,0.2297038,0.000671931067893005
"168",11,0,1,6,1,1,1,8,0.2240496,0.00124138577404514,0.2281864,0.00124468399202115
"169",11,0,1,6,1,1,1,9,0.2216728,0.00217936067689599,0.2261664,0.00173862469785692
"170",11,0,1,6,1,1,1,10,0.2198092,0.00164974863539891,0.224541,0.00136326754527578
"171",11,0,1,6,1,1,1,11,0.2182904,0.00147724156453903,0.2233552,0.00139244064864296
"172",11,0,1,6,1,1,1,12,0.2168568,0.000906167843172408,0.2220372,0.00101407621015621
"173",11,0,1,6,1,1,1,13,0.2147644,0.000536690450816537,0.2202464,0.000535583644260263
"174",11,0,1,6,1,1,1,14,0.2123678,0.00162703969220444,0.2181154,0.00132930426915473
"175",11,0,1,6,1,1,1,15,0.2102208,0.00122605683391662,0.216319,0.000996005020063703
"176",11,0,1,6,1,1,1,16,0.2086288,0.00131974124736551,0.2150018,0.00101555490250485
"177",11,0,1,6,1,1,1,17,0.2074692,0.00149492546971708,0.2139674,0.00131061597731707
"178",11,0,1,6,1,1,1,18,0.2050892,0.00231228980882648,0.2121616,0.00187448858091989
"179",11,0,1,6,1,1,1,19,0.2035254,0.00215881269219927,0.2108668,0.00162794402852322
"180",11,0,1,6,1,1,1,20,0.2026798,0.00233762147491839,0.2101564,0.00186582867380837
"181",11,0,1,6,1,1,1,21,0.2009742,0.00312419201714615,0.2088138,0.00259944574092357
"182",11,0,1,6,1,1,1,22,0.1984282,0.00331592818981367,0.207175,0.00268884108864727
"183",11,0,1,6,1,1,1,23,0.1965682,0.00361972017703061,0.2054874,0.00298441415356624
"184",11,0,1,6,1,1,1,24,0.1954286,0.00353120277525908,0.204823,0.0029749474617197
"185",11,0,1,6,1,1,1,25,0.1936428,0.00365725166757764,0.2035078,0.00297534303232515
"186",11,0,1,6,1,1,1,26,0.1918924,0.00326732603821508,0.201952,0.00265968584611012
"187",11,0,1,6,1,1,1,27,0.190488,0.00321437490035054,0.2008676,0.00256243201665843
"188",11,0,1,6,1,1,1,28,0.1899874,0.00307923494394288,0.2005858,0.00243496442684362
"189",11,0,1,6,1,1,1,29,0.1881528,0.00246684984545143,0.198856,0.00215789777329775
"190",11,0,1,6,1,1,1,30,0.186974,0.00262741507950181,0.197885,0.00231921650563158
"191",11,0,1,6,1,1,1,31,0.1859714,0.0027835667478959,0.1970754,0.00248538589357861
"192",11,0,1,6,1,1,1,32,0.1852296,0.00305984029648623,0.196536,0.00268323118645989
"193",11,0,1,6,1,1,1,33,0.184021,0.00302186286915884,0.1954984,0.00259040920319425
"194",11,0,1,6,1,1,1,34,0.1827176,0.00230192463820937,0.19439,0.00219817588013295
"195",11,0,1,6,1,1,1,35,0.1818326,0.00223115544953654,0.1937018,0.00197912742389121
"196",11,0,1,6,1,1,1,36,0.1807716,0.00302753296266051,0.1928594,0.00253987760334904
"197",11,0,1,6,1,1,1,37,0.1799264,0.0031899619182684,0.1922246,0.00255020725432178
"198",11,0,1,6,1,1,1,38,0.1781754,0.00302016679009608,0.1908716,0.0023166559174812
"199",11,0,1,6,1,1,1,39,0.1775412,0.00293711752573876,0.1903406,0.00235208542361915
"200",11,0,1,6,1,1,1,40,0.1765206,0.00290756727179269,0.1893954,0.00243312281646453
"201",11,0,1,6,1,1,1,41,0.175753,0.0028958587672753,0.1888402,0.00257881192800122
"202",11,0,1,6,1,1,1,42,0.1744266,0.00313520676192149,0.1878114,0.00294806177682933
"203",11,0,1,6,1,1,1,43,0.1729882,0.00368358935822036,0.1869036,0.00350488040309458
"204",11,0,1,6,1,1,1,44,0.1712602,0.00412994563644649,0.18533,0.00397417276926969
"205",11,0,1,6,1,1,1,45,0.170172,0.00398223048052268,0.1844108,0.00401151684029838
"206",11,0,1,6,1,1,1,46,0.1691318,0.00365919091603635,0.1835384,0.00377674677996813
"207",11,0,1,6,1,1,1,47,0.1679308,0.00358181124014145,0.1825696,0.00358413775404887
"208",11,0,1,6,1,1,1,48,0.1669464,0.00351047908981142,0.1819196,0.00353587972646058
"209",11,0,1,6,1,1,1,49,0.1661932,0.00337303936532012,0.181281,0.00352995688358919
"210",11,0,1,6,1,1,1,50,0.165098,0.00327921649178609,0.1803312,0.00346523808128701
"211",11,0,1,6,1,1,1,51,0.1640658,0.00308635716662822,0.1795148,0.00324828258622852
"212",11,0,1,6,1,1,1,52,0.1631042,0.00320957900042924,0.1787154,0.00335509067537719
"213",11,0,1,6,1,1,1,53,0.1625394,0.00340111044219345,0.1782044,0.00356252402658575
"214",11,0,1,6,1,1,1,54,0.1620132,0.00353135409722705,0.1778214,0.003730672411242
"215",11,0,1,6,1,1,1,55,0.161325,0.00341107953586567,0.1772234,0.00363297314055618
"216",11,0,1,6,1,1,1,56,0.160592,0.00327310232042879,0.1769434,0.00341991102808288
"217",11,0,1,6,1,1,1,57,0.159497,0.00302602346322708,0.1760576,0.0031860009165088
"218",11,0,1,6,1,1,1,58,0.1587782,0.00321482474794524,0.1755244,0.00329201255161658
"219",11,0,1,6,1,1,1,59,0.158006,0.0031337777840807,0.1748272,0.00318587365725579
"220",11,0,1,6,1,1,1,60,0.1570142,0.00280959466115757,0.1740462,0.00286163690219349
"221",11,0,1,6,1,1,1,61,0.1563524,0.00282913171132043,0.1735762,0.00287958131678866
"222",11,0,1,6,1,1,1,62,0.1553142,0.00279860632458357,0.1729584,0.00310539276742851
"223",11,0,1,6,1,1,1,63,0.1546704,0.0026644702738072,0.172537,0.00279074671011181
"224",11,0,1,6,1,1,1,64,0.1543492,0.00258373825299764,0.1724036,0.00274829595204122
"225",11,0,1,6,1,1,1,65,0.1535246,0.00220589243618094,0.1717782,0.00234526718307329
"226",11,0,1,6,1,1,1,66,0.1525196,0.00237746046023876,0.1709726,0.0024903781720856
"227",11,0,1,6,1,1,1,67,0.1517958,0.00228851195321232,0.170298,0.00228002385952429
"228",11,0,1,6,1,1,1,68,0.1510464,0.00206603606938447,0.169675,0.00198547938795617
"229",11,0,1,6,1,1,1,69,0.150531,0.00194193975189757,0.1692114,0.00177690366649543
"230",11,0,1,6,1,1,1,70,0.149848,0.00175949845126234,0.1688176,0.00162146287037311
"231",11,0,1,6,1,1,1,71,0.149098,0.00170717860811272,0.1682728,0.0015506477872169
"232",11,0,1,6,1,1,1,72,0.1484798,0.00162078985682992,0.1677846,0.00159760052578802
"233",11,0,1,6,1,1,1,73,0.148099,0.00170551423330313,0.1675066,0.00172601015060654
"234",11,0,1,6,1,1,1,74,0.1477316,0.00176503955762944,0.167226,0.0016511346401804
"235",11,0,1,6,1,1,1,75,0.1473262,0.00179408153660955,0.1669506,0.00173321800129051
"236",11,0,1,6,1,1,1,76,0.146872,0.00163231259261281,0.1666294,0.00166776528324477
"237",11,0,1,6,1,1,1,77,0.14637,0.0016444237896601,0.1664108,0.00165698152071841
"238",11,0,1,6,1,1,1,78,0.1458624,0.00153274036940286,0.1660462,0.00161834772530429
"239",11,0,1,6,1,1,1,79,0.1452184,0.00151679182487313,0.1654956,0.00166401100958006
"240",11,0,1,6,1,1,1,80,0.1447436,0.00115240801802243,0.1651554,0.00139167318002266
"241",9,0,1,7,1,1,1,1,0.3296028,0.000121841536475576,0.3302194,0.000489026216071076
"242",9,0,1,7,1,1,1,2,0.2638628,0.000531698937368647,0.2651534,0.000371367526853045
"243",9,0,1,7,1,1,1,3,0.2488054,0.000690222167130776,0.2503926,0.000600745070717932
"244",9,0,1,7,1,1,1,4,0.244363,0.000548229149169191,0.2460494,0.000686485134582648
"245",9,0,1,7,1,1,1,5,0.2410604,0.000935180324854809,0.242815,0.000920955156345404
"246",9,0,1,7,1,1,1,6,0.2385826,0.000327601343094382,0.240569,0.000654569476830813
"247",9,0,1,7,1,1,1,7,0.2364394,0.000701632838455101,0.2385664,0.000840492379503321
"248",9,0,1,7,1,1,1,8,0.2338848,0.0011137012884982,0.2362862,0.000691632098737497
"249",9,0,1,7,1,1,1,9,0.2324454,0.0010028634204115,0.2349208,0.000790741272473877
"250",9,0,1,7,1,1,1,10,0.230678,0.00150091625349362,0.2332966,0.000972683422292494
"251",9,0,1,7,1,1,1,11,0.228592,0.00149194369867126,0.231459,0.000887258023349207
"252",9,0,1,7,1,1,1,12,0.2268226,0.00153576633639542,0.2300388,0.000981595517515414
"253",9,0,1,7,1,1,1,13,0.2252034,0.000929222599809132,0.2285774,0.000744832491237934
"254",9,0,1,7,1,1,1,14,0.2231944,0.00120739696869218,0.2267952,0.00140523412995697
"255",9,0,1,7,1,1,1,15,0.2223802,0.00131050637541121,0.2260652,0.00129516368077807
"256",9,0,1,7,1,1,1,16,0.2212088,0.00141649319094542,0.2250562,0.00143717937641715
"257",9,0,1,7,1,1,1,17,0.2199282,0.00146132370130841,0.2239294,0.00120645009842894
"258",9,0,1,7,1,1,1,18,0.2184206,0.0013969912812935,0.2226074,0.000665660153528382
"259",9,0,1,7,1,1,1,19,0.2163296,0.00183855863110396,0.2209424,0.000716531255419757
"260",9,0,1,7,1,1,1,20,0.2148428,0.00127085457862206,0.2196066,0.000480818302479179
"261",9,0,1,7,1,1,1,21,0.213552,0.00152228065743612,0.2184968,0.000792874870332146
"262",9,0,1,7,1,1,1,22,0.2124306,0.00168270895879407,0.2176648,0.00108177250843318
"263",9,0,1,7,1,1,1,23,0.2115422,0.00187636237438148,0.2168438,0.0013152163928421
"264",9,0,1,7,1,1,1,24,0.210651,0.00184987621207385,0.2160182,0.00135361093376263
"265",9,0,1,7,1,1,1,25,0.2097672,0.00168935175733211,0.2153224,0.00115367510157692
"266",9,0,1,7,1,1,1,26,0.2087986,0.00143198080992698,0.2144898,0.000690597248761723
"267",9,0,1,7,1,1,1,27,0.2077958,0.000951805736482916,0.213643,0.000537632588297346
"268",9,0,1,7,1,1,1,28,0.2064562,0.000768649308854191,0.2124998,0.000667062935566391
"269",9,0,1,7,1,1,1,29,0.205553,0.00139776321314056,0.2118182,0.00108387700408933
"270",9,0,1,7,1,1,1,30,0.204501,0.00121339836822392,0.2109894,0.00102258038314843
"271",9,0,1,7,1,1,1,31,0.2036764,0.00139393136129342,0.2103356,0.00115526873063858
"272",9,0,1,7,1,1,1,32,0.20262,0.00117301270240461,0.209659,0.000993239346782577
"273",9,0,1,7,1,1,1,33,0.2014932,0.000891789526738323,0.208686,0.000665005864634164
"274",9,0,1,7,1,1,1,34,0.2004814,0.000872797021076424,0.2078272,0.000754236408563535
"275",9,0,1,7,1,1,1,35,0.1994346,0.000906520953978794,0.2068824,0.000938894371056674
"276",9,0,1,7,1,1,1,36,0.1981986,0.000798768702441846,0.2058164,0.000746356911939591
"277",9,0,1,7,1,1,1,37,0.197174,0.000578365628309073,0.204936,0.000511077293564418
"278",9,0,1,7,1,1,1,38,0.1961136,0.000596018321864513,0.2039952,0.000620139468188356
"279",9,0,1,7,1,1,1,39,0.1954048,0.00080859121934339,0.2034126,0.000649274549014043
"280",9,0,1,7,1,1,1,40,0.1943532,0.000525912692372597,0.2025386,0.000462066921560869
"281",9,0,1,7,1,1,1,41,0.1936366,0.000510149233062941,0.2019144,0.000497817476591712
"282",9,0,1,7,1,1,1,42,0.192177,0.000607530081562927,0.2006558,0.000920702210272501
"283",9,0,1,7,1,1,1,43,0.1911558,0.000888541141421118,0.1998812,0.00123843278380013
"284",9,0,1,7,1,1,1,44,0.1906452,0.00107632976359607,0.199398,0.00139597464160369
"285",9,0,1,7,1,1,1,45,0.1898738,0.00133276035354894,0.1987874,0.00165189135235809
