"","max_depth","gamma","colsample_bytree","min_child_weight","subsample","max_delta_step","eta","tree_method","alpha","lamda","iter","train_rmse_mean","train_rmse_std","test_rmse_mean","test_rmse_std","model"
"3942",12,0.5,1,1,1,4,1,"hist",0.5,0.1,22,0.1392228,0.00283522608622252,0.1667476,0.00267079707952551,50
"3943",12,0.5,1,1,1,4,1,"hist",0.5,0.1,23,0.1377658,0.00291466837907888,0.1661936,0.0024923725724706,50
"3944",12,0.5,1,1,1,4,1,"hist",0.5,0.1,24,0.1359466,0.00364362295524618,0.1648802,0.00293263699765195,50
"3945",12,0.5,1,1,1,4,1,"hist",0.5,0.1,25,0.134325,0.0037907029954876,0.1639856,0.00265193548941106,50
"3946",12,0.5,1,1,1,4,1,"hist",0.5,0.1,26,0.1321438,0.0040909075472316,0.1629372,0.00271617638602503,50
"3947",12,0.5,1,1,1,4,1,"hist",0.5,0.1,27,0.1304338,0.00368605173051077,0.1618378,0.00299747836689413,50
"3948",12,0.5,1,1,1,4,1,"hist",0.5,0.1,28,0.1278408,0.00345619469359006,0.160468,0.00313247863520277,50
"3949",12,0.5,1,1,1,4,1,"hist",0.5,0.1,29,0.1255738,0.00368419095053498,0.1591374,0.00337433185089974,50
"3950",12,0.5,1,1,1,4,1,"hist",0.5,0.1,30,0.1238382,0.0036314324666721,0.157928,0.00311941045712134,50
"3951",12,0.5,1,1,1,4,1,"hist",0.5,0.1,31,0.1221848,0.00412797007741115,0.1569394,0.00324081660079673,50
"3952",12,0.5,1,1,1,4,1,"hist",0.5,0.1,32,0.120843,0.00434863725780873,0.156469,0.0030698981742076,50
"3953",12,0.5,1,1,1,4,1,"hist",0.5,0.1,33,0.119742,0.00409361077778533,0.1557568,0.00294889900810449,50
"3954",12,0.5,1,1,1,4,1,"hist",0.5,0.1,34,0.1183188,0.00380977943718531,0.1551206,0.00282973875826052,50
"3955",12,0.5,1,1,1,4,1,"hist",0.5,0.1,35,0.1172732,0.00345118938338676,0.154578,0.00265556645558009,50
"3956",12,0.5,1,1,1,4,1,"hist",0.5,0.1,36,0.1160386,0.00338222344619609,0.15408,0.0026383597177039,50
"3957",12,0.5,1,1,1,4,1,"hist",0.5,0.1,37,0.1147876,0.00277930830243776,0.1534904,0.0023510741885363,50
"3958",12,0.5,1,1,1,4,1,"hist",0.5,0.1,38,0.1138054,0.00287073458194938,0.1529534,0.00236248196606972,50
"3959",12,0.5,1,1,1,4,1,"hist",0.5,0.1,39,0.1129814,0.00280216599080042,0.1525978,0.00259731826313177,50
"3960",12,0.5,1,1,1,4,1,"hist",0.5,0.1,40,0.1114786,0.00240644581073432,0.1517582,0.00236216565041407,50
"3961",12,0.5,1,1,1,4,1,"hist",0.5,0.1,41,0.1106036,0.00215724125679104,0.1515688,0.00245876899280858,50
"3962",12,0.5,1,1,1,4,1,"hist",0.5,0.1,42,0.1096108,0.00245790409902397,0.1514208,0.00278346183016743,50
"3963",12,0.5,1,1,1,4,1,"hist",0.5,0.1,43,0.1083788,0.00208411951672673,0.1508624,0.00272958272268835,50
"3964",12,0.5,1,1,1,4,1,"hist",0.5,0.1,44,0.1075678,0.00206617466831807,0.150487,0.00274378592459337,50
"3965",12,0.5,1,1,1,4,1,"hist",0.5,0.1,45,0.1068834,0.00216713106202603,0.1501992,0.00278061327048522,50
"3966",12,0.5,1,1,1,4,1,"hist",0.5,0.1,46,0.106119,0.00223473345166766,0.1499598,0.00264871662508451,50
"3967",12,0.5,1,1,1,4,1,"hist",0.5,0.1,47,0.1054184,0.00218631320720532,0.1496928,0.0026641431192792,50
"3968",12,0.5,1,1,1,4,1,"hist",0.5,0.1,48,0.1045108,0.00198764829886973,0.14924,0.002523767580425,50
"3969",12,0.5,1,1,1,4,1,"hist",0.5,0.1,49,0.103735,0.00193034017727404,0.1489186,0.00244595327837683,50
"3970",12,0.5,1,1,1,4,1,"hist",0.5,0.1,50,0.1032084,0.00194039064108194,0.1486708,0.00241834475623363,50
"3971",12,0.5,1,1,1,4,1,"hist",0.5,0.1,51,0.102451,0.0017590411024194,0.1485378,0.00234270522260049,50
"3972",12,0.5,1,1,1,4,1,"hist",0.5,0.1,52,0.101928,0.00189119951353622,0.148362,0.00234412277835485,50
"3973",12,0.5,1,1,1,4,1,"hist",0.5,0.1,53,0.1013502,0.00204927786305334,0.1481776,0.00235325643311553,50
"3974",12,0.5,1,1,1,4,1,"hist",0.5,0.1,54,0.1004886,0.0018310118077177,0.147922,0.00214880310870966,50
"3975",12,0.5,1,1,1,4,1,"hist",0.5,0.1,55,0.1000384,0.00170784619916438,0.147778,0.00214515220905341,50
"3976",12,0.5,1,1,1,4,1,"hist",0.5,0.1,56,0.0996254,0.00158585858133695,0.1477056,0.00238515782287119,50
"3977",12,0.5,1,1,1,4,1,"hist",0.5,0.1,57,0.099162,0.0013968905468933,0.1475746,0.00236126733768085,50
"3978",12,0.5,1,1,1,4,1,"hist",0.5,0.1,58,0.0984746,0.00113915856666135,0.147398,0.00229566138618081,50
"3979",12,0.5,1,1,1,4,1,"hist",0.5,0.1,59,0.0982112,0.00113895924422271,0.1473254,0.00231209062106129,50
"3980",12,0.5,1,1,1,4,1,"hist",0.5,0.1,60,0.0977544,0.00113805915487673,0.147102,0.00223933141807893,50
"3981",12,0.5,1,1,1,4,1,"hist",0.5,0.1,61,0.09742,0.00118703849979616,0.1469196,0.00222404699590758,50
"3982",12,0.5,1,1,1,4,1,"hist",0.5,0.1,62,0.096881,0.00129896389480233,0.1466914,0.00217881854223837,50
"3983",12,0.5,1,1,1,4,1,"hist",0.5,0.1,63,0.0965508,0.00130806473845851,0.1466388,0.00216183694112088,50
"3984",12,0.5,1,1,1,4,1,"hist",0.5,0.1,64,0.0960554,0.00119765330542731,0.1465346,0.00217891400472885,50
"3985",12,0.5,1,1,1,4,1,"hist",0.5,0.1,65,0.095573,0.00110604502620781,0.1465028,0.00214327650106,50
"3986",12,0.5,1,1,1,4,1,"hist",0.5,0.1,66,0.0953012,0.001166110869514,0.146352,0.00221777365842358,50
"3987",12,0.5,1,1,1,4,1,"hist",0.5,0.1,67,0.095034,0.001137538219137,0.1462984,0.00224405290490297,50
"3988",12,0.5,1,1,1,4,1,"hist",0.5,0.1,68,0.0946882,0.00107728796521647,0.1462042,0.00228511018552721,50
"3989",12,0.5,1,1,1,4,1,"hist",0.5,0.1,69,0.094256,0.000950249019995301,0.146024,0.00223503807573718,50
"3990",12,0.5,1,1,1,4,1,"hist",0.5,0.1,70,0.0938534,0.00100031866922464,0.1458792,0.00223397290941444,50
"3991",12,0.5,1,1,1,4,1,"hist",0.5,0.1,71,0.0935054,0.000970614362143343,0.1458164,0.00219858159730259,50
"3992",12,0.5,1,1,1,4,1,"hist",0.5,0.1,72,0.0929674,0.000803394199630751,0.1459064,0.00221937167684983,50
"3993",12,0.5,1,1,1,4,1,"hist",0.5,0.1,73,0.0926136,0.000856648492673892,0.1457682,0.00212918664282751,50
"3994",12,0.5,1,1,1,4,1,"hist",0.5,0.1,74,0.0921376,0.000951847802960103,0.1456204,0.00210269898939438,50
"3995",12,0.5,1,1,1,4,1,"hist",0.5,0.1,75,0.091953,0.000991020887771758,0.1455796,0.00214687732299699,50
"3996",12,0.5,1,1,1,4,1,"hist",0.5,0.1,76,0.0916494,0.00110912877521055,0.1454898,0.00221702515998282,50
"3997",12,0.5,1,1,1,4,1,"hist",0.5,0.1,77,0.0913754,0.00116310285013862,0.145398,0.00219370782010716,50
"3998",12,0.5,1,1,1,4,1,"hist",0.5,0.1,78,0.0909094,0.00108941187803342,0.1453648,0.00205918463475328,50
"3999",12,0.5,1,1,1,4,1,"hist",0.5,0.1,79,0.0905926,0.00103317348010894,0.1452796,0.00197769710522019,50
"4000",12,0.5,1,1,1,4,1,"hist",0.5,0.1,80,0.0903276,0.0010229452771283,0.1451568,0.00202132989885381,50
"4001",12,0.8,1,1,1,4,1,"hist",0.5,0.1,1,0.2498654,0.000368605263116212,0.2544336,0.00111488341991652,51
"4002",12,0.8,1,1,1,4,1,"hist",0.5,0.1,2,0.2221434,0.000680007529371092,0.229519,0.00127223692762247,51
"4003",12,0.8,1,1,1,4,1,"hist",0.5,0.1,3,0.2117706,0.000584745619907257,0.220499,0.00174825638851948,51
"4004",12,0.8,1,1,1,4,1,"hist",0.5,0.1,4,0.2067518,0.00105341376485994,0.2166432,0.00206649455842414,51
"4005",12,0.8,1,1,1,4,1,"hist",0.5,0.1,5,0.2012572,0.00153006201181552,0.2120122,0.000725176226858779,51
"4006",12,0.8,1,1,1,4,1,"hist",0.5,0.1,6,0.196398,0.00205918692692245,0.2081938,0.000819835202949098,51
"4007",12,0.8,1,1,1,4,1,"hist",0.5,0.1,7,0.189048,0.00240970247126118,0.2015378,0.00260254048191381,51
"4008",12,0.8,1,1,1,4,1,"hist",0.5,0.1,8,0.1850518,0.00260667684226423,0.19875,0.00296336221208151,51
"4009",12,0.8,1,1,1,4,1,"hist",0.5,0.1,9,0.1805236,0.00228184264137551,0.1952366,0.00280587416681551,51
"4010",12,0.8,1,1,1,4,1,"hist",0.5,0.1,10,0.17698,0.00214749928987113,0.1927386,0.00227706360034082,51
"4011",12,0.8,1,1,1,4,1,"hist",0.5,0.1,11,0.1728942,0.00309856730764381,0.18981,0.00262890144356871,51
"4012",12,0.8,1,1,1,4,1,"hist",0.5,0.1,12,0.1694404,0.0030179120331784,0.1872592,0.00187541391698024,51
"4013",12,0.8,1,1,1,4,1,"hist",0.5,0.1,13,0.1643756,0.00315878170185854,0.1833126,0.00184375319389832,51
"4014",12,0.8,1,1,1,4,1,"hist",0.5,0.1,14,0.1607496,0.00353208089375099,0.1805242,0.00229960574012214,51
"4015",12,0.8,1,1,1,4,1,"hist",0.5,0.1,15,0.1589698,0.00358379516155742,0.1792186,0.00252696755816107,51
"4016",12,0.8,1,1,1,4,1,"hist",0.5,0.1,16,0.1561272,0.00305800996728304,0.1775048,0.00255954631917524,51
"4017",12,0.8,1,1,1,4,1,"hist",0.5,0.1,17,0.1521784,0.00352090491777376,0.1747226,0.00245880927279796,51
"4018",12,0.8,1,1,1,4,1,"hist",0.5,0.1,18,0.1486642,0.00386562292004791,0.1721906,0.00305285621017421,51
"4019",12,0.8,1,1,1,4,1,"hist",0.5,0.1,19,0.1455616,0.00443595701512038,0.1705574,0.00308308420903497,51
"4020",12,0.8,1,1,1,4,1,"hist",0.5,0.1,20,0.142788,0.00474105566303539,0.1684374,0.00322115225346494,51
"4021",12,0.8,1,1,1,4,1,"hist",0.5,0.1,21,0.1403572,0.00455479129708533,0.1667736,0.00342885932053235,51
"4022",12,0.8,1,1,1,4,1,"hist",0.5,0.1,22,0.1372696,0.00425932715813197,0.1652676,0.00319501978710681,51
"4023",12,0.8,1,1,1,4,1,"hist",0.5,0.1,23,0.1351452,0.00381430352226996,0.1641916,0.00313596815034871,51
"4024",12,0.8,1,1,1,4,1,"hist",0.5,0.1,24,0.1334264,0.00323081615694812,0.1628302,0.00294270096340057,51
"4025",12,0.8,1,1,1,4,1,"hist",0.5,0.1,25,0.1312298,0.00234109191617798,0.1614918,0.00241700917664856,51
"4026",12,0.8,1,1,1,4,1,"hist",0.5,0.1,26,0.129355,0.00244628681883386,0.1605926,0.00239079146727556,51
"4027",12,0.8,1,1,1,4,1,"hist",0.5,0.1,27,0.1272104,0.00270393458500755,0.1595488,0.00282018988013248,51
"4028",12,0.8,1,1,1,4,1,"hist",0.5,0.1,28,0.1259214,0.00257541255724244,0.1588696,0.00269020078061104,51
"4029",12,0.8,1,1,1,4,1,"hist",0.5,0.1,29,0.124213,0.00296695170166302,0.158277,0.00284552582135603,51
"4030",12,0.8,1,1,1,4,1,"hist",0.5,0.1,30,0.12282,0.00316575330687675,0.1575238,0.00293549923522407,51
"4031",12,0.8,1,1,1,4,1,"hist",0.5,0.1,31,0.1218996,0.0032284993789686,0.1570698,0.00276492729741604,51
"4032",12,0.8,1,1,1,4,1,"hist",0.5,0.1,32,0.1207296,0.00289948903084639,0.1563714,0.00276485092545718,51
"4033",12,0.8,1,1,1,4,1,"hist",0.5,0.1,33,0.1193792,0.00331738134075684,0.1553372,0.00297172134629037,51
"4034",12,0.8,1,1,1,4,1,"hist",0.5,0.1,34,0.1180474,0.00309823134062024,0.1547768,0.00251555372830797,51
"4035",12,0.8,1,1,1,4,1,"hist",0.5,0.1,35,0.1170922,0.00248943755896819,0.1544528,0.00243572333404256,51
"4036",12,0.8,1,1,1,4,1,"hist",0.5,0.1,36,0.1158844,0.00225733228391415,0.1540004,0.0022408934468191,51
"4037",12,0.8,1,1,1,4,1,"hist",0.5,0.1,37,0.114939,0.00215487280367099,0.153568,0.00215913491936009,51
"4038",12,0.8,1,1,1,4,1,"hist",0.5,0.1,38,0.1137388,0.00191625420025611,0.1529744,0.00202791139845836,51
"4039",12,0.8,1,1,1,4,1,"hist",0.5,0.1,39,0.1127552,0.00160931033675919,0.1524752,0.00181572039697745,51
"4040",12,0.8,1,1,1,4,1,"hist",0.5,0.1,40,0.1115758,0.0015886896990914,0.1519188,0.00145338878487519,51
"4041",12,0.8,1,1,1,4,1,"hist",0.5,0.1,41,0.11085,0.00157695161625185,0.1517324,0.00139574691115682,51
"4042",12,0.8,1,1,1,4,1,"hist",0.5,0.1,42,0.1103122,0.00141132170677034,0.151429,0.00130745783870701,51
"4043",12,0.8,1,1,1,4,1,"hist",0.5,0.1,43,0.109797,0.00128313600214411,0.1511766,0.00128349890533646,51
"4044",12,0.8,1,1,1,4,1,"hist",0.5,0.1,44,0.1091128,0.00136523278601106,0.151093,0.0011846494840244,51
"4045",12,0.8,1,1,1,4,1,"hist",0.5,0.1,45,0.1083244,0.00137526806114319,0.1506864,0.0012397002218272,51
"4046",12,0.8,1,1,1,4,1,"hist",0.5,0.1,46,0.107825,0.00146962308092872,0.1504816,0.00127345335211101,51
"4047",12,0.8,1,1,1,4,1,"hist",0.5,0.1,47,0.107423,0.00156890726303356,0.150337,0.00143079753983712,51
"4048",12,0.8,1,1,1,4,1,"hist",0.5,0.1,48,0.1068882,0.00177273081994924,0.150236,0.00139009309040789,51
"4049",12,0.8,1,1,1,4,1,"hist",0.5,0.1,49,0.1066744,0.00185134595362414,0.1501824,0.00142114610086446,51
"4050",12,0.8,1,1,1,4,1,"hist",0.5,0.1,50,0.1060464,0.00154748965747719,0.1498738,0.00119982872110887,51
"4051",12,0.8,1,1,1,4,1,"hist",0.5,0.1,51,0.1051334,0.00149096245425528,0.1496752,0.00131518826028824,51
"4052",12,0.8,1,1,1,4,1,"hist",0.5,0.1,52,0.1043506,0.00155611575404955,0.149399,0.00138892793189431,51
"4053",12,0.8,1,1,1,4,1,"hist",0.5,0.1,53,0.1035804,0.00139898643310023,0.1489984,0.00125695260053759,51
"4054",12,0.8,1,1,1,4,1,"hist",0.5,0.1,54,0.1028634,0.00143467105637538,0.1488824,0.00126136063042898,51
"4055",12,0.8,1,1,1,4,1,"hist",0.5,0.1,55,0.1022982,0.00142731165482519,0.1487156,0.0012339167881179,51
"4056",12,0.8,1,1,1,4,1,"hist",0.5,0.1,56,0.1019846,0.00151900014483251,0.1486372,0.00133082566852318,51
"4057",12,0.8,1,1,1,4,1,"hist",0.5,0.1,57,0.1017468,0.0014453389083534,0.1485636,0.0013141577683061,51
"4058",12,0.8,1,1,1,4,1,"hist",0.5,0.1,58,0.1013304,0.00155317218620478,0.1484122,0.00137209393264491,51
"4059",12,0.8,1,1,1,4,1,"hist",0.5,0.1,59,0.101059,0.0015977540486572,0.1483404,0.00135274662815932,51
"4060",12,0.8,1,1,1,4,1,"hist",0.5,0.1,60,0.1007128,0.00146801831051193,0.1483426,0.00144667903835113,51
"4061",12,0.8,1,1,1,4,1,"hist",0.5,0.1,61,0.1002062,0.00141742941975956,0.1480616,0.00157280750252589,51
"4062",12,0.8,1,1,1,4,1,"hist",0.5,0.1,62,0.0996596,0.00113804474428652,0.1477548,0.00135785233365123,51
"4063",12,0.8,1,1,1,4,1,"hist",0.5,0.1,63,0.0994024,0.00112566755305485,0.1477286,0.00134623112428951,51
"4064",12,0.8,1,1,1,4,1,"hist",0.5,0.1,64,0.0990312,0.000977601841242116,0.147593,0.00131283860394122,51
"4065",12,0.8,1,1,1,4,1,"hist",0.5,0.1,65,0.098708,0.000931299522172343,0.1474694,0.00128158536196285,51
"4066",12,0.8,1,1,1,4,1,"hist",0.5,0.1,66,0.0984974,0.00090069430996341,0.1473176,0.00129934608168982,51
"4067",12,0.8,1,1,1,4,1,"hist",0.5,0.1,67,0.0981676,0.000787490596769336,0.1471538,0.0012422056834517,51
"4068",12,0.8,1,1,1,4,1,"hist",0.5,0.1,68,0.0976978,0.000624808258588403,0.1470116,0.0011677562416886,51
"4069",12,0.8,1,1,1,4,1,"hist",0.5,0.1,69,0.0973784,0.000699238614493617,0.1468798,0.00125836408085975,51
"4070",12,0.8,1,1,1,4,1,"hist",0.5,0.1,70,0.0971602,0.000739265960260495,0.1468054,0.00127287133678188,51
"4071",12,0.8,1,1,1,4,1,"hist",0.5,0.1,71,0.0968508,0.000555779596602316,0.1465958,0.00118111361011623,51
"4072",12,0.8,1,1,1,4,1,"hist",0.5,0.1,72,0.0966892,0.000512938358869818,0.1465202,0.00119950679864668,51
"4073",12,0.8,1,1,1,4,1,"hist",0.5,0.1,73,0.0964404,0.000378182812936854,0.1464308,0.00112122065624992,51
"4074",12,0.8,1,1,1,4,1,"hist",0.5,0.1,74,0.0962302,0.000457589947443299,0.1463408,0.00117869069734206,51
"4075",12,0.8,1,1,1,4,1,"hist",0.5,0.1,75,0.0959434,0.000517498444440854,0.1462046,0.0012164337384323,51
"4076",12,0.8,1,1,1,4,1,"hist",0.5,0.1,76,0.0957536,0.000501314911011169,0.1461096,0.00116912900913321,51
"4077",12,0.8,1,1,1,4,1,"hist",0.5,0.1,77,0.095495,0.000450001333332619,0.146051,0.00118763361353713,51
"4078",12,0.8,1,1,1,4,1,"hist",0.5,0.1,78,0.095236,0.000411415118828356,0.145898,0.00107597546440498,51
"4079",12,0.8,1,1,1,4,1,"hist",0.5,0.1,79,0.095087,0.000439995909071429,0.1458538,0.00107686663983981,51
"4080",12,0.8,1,1,1,4,1,"hist",0.5,0.1,80,0.0949394,0.000441957283003688,0.1457926,0.00111229323471875,51
"4081",12,0.2,1,1,1,5,1,"hist",0.5,0.1,1,0.249875,0.00014620396708515,0.2544648,0.0004724762004641,52
"4082",12,0.2,1,1,1,5,1,"hist",0.5,0.1,2,0.221288,0.00032229986036996,0.228479,0.000515514112325271,52
"4083",12,0.2,1,1,1,5,1,"hist",0.5,0.1,3,0.21256,0.00113826850962187,0.2210634,0.00134643657110241,52
"4084",12,0.2,1,1,1,5,1,"hist",0.5,0.1,4,0.2068164,0.00207379271866676,0.216102,0.00269153220304039,52
"4085",12,0.2,1,1,1,5,1,"hist",0.5,0.1,5,0.2002932,0.00273500372211819,0.2109574,0.00279484687237201,52
"4086",12,0.2,1,1,1,5,1,"hist",0.5,0.1,6,0.19508,0.00302031554642945,0.2069798,0.00235649225757399,52
"4087",12,0.2,1,1,1,5,1,"hist",0.5,0.1,7,0.1915578,0.00280599910192396,0.203896,0.00220903454024779,52
"4088",12,0.2,1,1,1,5,1,"hist",0.5,0.1,8,0.1867554,0.0031612163228722,0.1998442,0.00279916954827729,52
"4089",12,0.2,1,1,1,5,1,"hist",0.5,0.1,9,0.1820806,0.00321468471860026,0.1958318,0.00276508035326255,52
"4090",12,0.2,1,1,1,5,1,"hist",0.5,0.1,10,0.1770224,0.00297989279001749,0.1920622,0.00286894185371504,52
"4091",12,0.2,1,1,1,5,1,"hist",0.5,0.1,11,0.1736338,0.00306068302181094,0.1897146,0.00303284833778286,52
"4092",12,0.2,1,1,1,5,1,"hist",0.5,0.1,12,0.1712272,0.00418174176151546,0.1876258,0.00389633722359821,52
"4093",12,0.2,1,1,1,5,1,"hist",0.5,0.1,13,0.166428,0.00503277382762259,0.1844812,0.00431675690304632,52
"4094",12,0.2,1,1,1,5,1,"hist",0.5,0.1,14,0.1636208,0.00411528533154112,0.182441,0.00341125114877329,52
"4095",12,0.2,1,1,1,5,1,"hist",0.5,0.1,15,0.1590536,0.00304489406055415,0.1797454,0.00258530606311983,52
"4096",12,0.2,1,1,1,5,1,"hist",0.5,0.1,16,0.1546986,0.00333081200910561,0.1763456,0.00215340498745651,52
"4097",12,0.2,1,1,1,5,1,"hist",0.5,0.1,17,0.1512116,0.00355686567640626,0.1740344,0.00181418958215483,52
"4098",12,0.2,1,1,1,5,1,"hist",0.5,0.1,18,0.1482532,0.00366442745323208,0.172612,0.00158228025330699,52
"4099",12,0.2,1,1,1,5,1,"hist",0.5,0.1,19,0.1455998,0.00330189202730775,0.170811,0.00157616585421795,52
"4100",12,0.2,1,1,1,5,1,"hist",0.5,0.1,20,0.142428,0.00269065218859705,0.1693262,0.00179299418850057,52
"4101",12,0.2,1,1,1,5,1,"hist",0.5,0.1,21,0.1399396,0.00224040662380791,0.1674392,0.0012516052732386,52
"4102",12,0.2,1,1,1,5,1,"hist",0.5,0.1,22,0.1362998,0.00251479672339506,0.1657824,0.000556143722430409,52
"4103",12,0.2,1,1,1,5,1,"hist",0.5,0.1,23,0.1340398,0.00223435139581951,0.1645236,0.000663451761621882,52
"4104",12,0.2,1,1,1,5,1,"hist",0.5,0.1,24,0.1319822,0.00239688776541576,0.1634158,0.000868369368412606,52
"4105",12,0.2,1,1,1,5,1,"hist",0.5,0.1,25,0.1304112,0.00267041984714006,0.1625048,0.00103036409099034,52
"4106",12,0.2,1,1,1,5,1,"hist",0.5,0.1,26,0.128677,0.00211200274621064,0.1615274,0.00103550308546282,52
"4107",12,0.2,1,1,1,5,1,"hist",0.5,0.1,27,0.1262958,0.00284799532302899,0.1599954,0.00106614456805592,52
"4108",12,0.2,1,1,1,5,1,"hist",0.5,0.1,28,0.1243266,0.00289308517676221,0.1588472,0.00132962406717156,52
"4109",12,0.2,1,1,1,5,1,"hist",0.5,0.1,29,0.1228064,0.00302606282816492,0.1581534,0.00126867657028956,52
"4110",12,0.2,1,1,1,5,1,"hist",0.5,0.1,30,0.121527,0.00302408511784995,0.157477,0.000899161609499798,52
"4111",12,0.2,1,1,1,5,1,"hist",0.5,0.1,31,0.1201618,0.00281968015207389,0.1566556,0.000993136768024471,52
"4112",12,0.2,1,1,1,5,1,"hist",0.5,0.1,32,0.1181286,0.00206297809973814,0.1556748,0.00107654287420302,52
"4113",12,0.2,1,1,1,5,1,"hist",0.5,0.1,33,0.1165632,0.00159248578015612,0.15503,0.00102870151161411,52
"4114",12,0.2,1,1,1,5,1,"hist",0.5,0.1,34,0.1148528,0.00154254016479253,0.154394,0.000977799161379956,52
"4115",12,0.2,1,1,1,5,1,"hist",0.5,0.1,35,0.1132258,0.00133238363844694,0.1535136,0.00117167514269133,52
"4116",12,0.2,1,1,1,5,1,"hist",0.5,0.1,36,0.112178,0.00130941238729442,0.1532448,0.000959437626943978,52
"4117",12,0.2,1,1,1,5,1,"hist",0.5,0.1,37,0.1106958,0.00109340740806037,0.1527238,0.00103800797684891,52
"4118",12,0.2,1,1,1,5,1,"hist",0.5,0.1,38,0.1096234,0.0012273751830643,0.1522192,0.00135403802014633,52
"4119",12,0.2,1,1,1,5,1,"hist",0.5,0.1,39,0.1087662,0.000852034600237396,0.1517186,0.00120958713617332,52
"4120",12,0.2,1,1,1,5,1,"hist",0.5,0.1,40,0.1078208,0.000903111377405991,0.1511328,0.00085643502964542,52
"4121",12,0.2,1,1,1,5,1,"hist",0.5,0.1,41,0.1070928,0.000965704178307067,0.1509658,0.000938824243401395,52
"4122",12,0.2,1,1,1,5,1,"hist",0.5,0.1,42,0.1063414,0.00113996291167715,0.1506652,0.000975947826475082,52
"4123",12,0.2,1,1,1,5,1,"hist",0.5,0.1,43,0.1054246,0.00127244247021144,0.1503132,0.000990176024754837,52
"4124",12,0.2,1,1,1,5,1,"hist",0.5,0.1,44,0.1047712,0.00134866577030794,0.1500006,0.00112157685425558,52
"4125",12,0.2,1,1,1,5,1,"hist",0.5,0.1,45,0.1040908,0.00124242301974851,0.1496318,0.00101134393753882,52
"4126",12,0.2,1,1,1,5,1,"hist",0.5,0.1,46,0.1034902,0.00128423228428441,0.1494394,0.00101082314971638,52
"4127",12,0.2,1,1,1,5,1,"hist",0.5,0.1,47,0.1029122,0.00106438741067289,0.1491488,0.000905458646210436,52
"4128",12,0.2,1,1,1,5,1,"hist",0.5,0.1,48,0.1024288,0.00122201774127882,0.1490016,0.000976905440665582,52
"4129",12,0.2,1,1,1,5,1,"hist",0.5,0.1,49,0.1015534,0.00108708612354338,0.1487572,0.00102601333324506,52
"4130",12,0.2,1,1,1,5,1,"hist",0.5,0.1,50,0.10054,0.00127687603157024,0.148618,0.00077853349317588,52
"4131",12,0.2,1,1,1,5,1,"hist",0.5,0.1,51,0.0994014,0.00126458129038801,0.1482056,0.000524798856707436,52
"4132",12,0.2,1,1,1,5,1,"hist",0.5,0.1,52,0.09815,0.00121244925667014,0.147917,0.00066963363117742,52
"4133",12,0.2,1,1,1,5,1,"hist",0.5,0.1,53,0.0972374,0.00106920916569139,0.1475612,0.000484705848940622,52
"4134",12,0.2,1,1,1,5,1,"hist",0.5,0.1,54,0.0965112,0.00103494954466367,0.1472226,0.00049506306669208,52
"4135",12,0.2,1,1,1,5,1,"hist",0.5,0.1,55,0.0956568,0.000899791842594208,0.1469822,0.000446748878003032,52
"4136",12,0.2,1,1,1,5,1,"hist",0.5,0.1,56,0.0950976,0.000905503749302163,0.1468516,0.00048714539923927,52
"4137",12,0.2,1,1,1,5,1,"hist",0.5,0.1,57,0.0944072,0.000619024846029308,0.1467224,0.000452160414008497,52
"4138",12,0.2,1,1,1,5,1,"hist",0.5,0.1,58,0.0937964,0.00059823192826887,0.1465818,0.000455146745567329,52
"4139",12,0.2,1,1,1,5,1,"hist",0.5,0.1,59,0.0931694,0.000473728867603266,0.1463414,0.000416025768426109,52
"4140",12,0.2,1,1,1,5,1,"hist",0.5,0.1,60,0.0926152,0.000353649770255931,0.1463018,0.000378557472516712,52
"4141",12,0.2,1,1,1,5,1,"hist",0.5,0.1,61,0.0920702,0.000400903679203495,0.1462688,0.000379269508395205,52
"4142",12,0.2,1,1,1,5,1,"hist",0.5,0.1,62,0.0915304,0.00038419713689949,0.1461802,0.000389458803988516,52
"4143",12,0.2,1,1,1,5,1,"hist",0.5,0.1,63,0.0911302,0.000409770374723944,0.1460126,0.000272154808885806,52
"4144",12,0.2,1,1,1,5,1,"hist",0.5,0.1,64,0.0907602,0.000359479290084301,0.1458466,0.000264249579002987,52
"4145",12,0.2,1,1,1,5,1,"hist",0.5,0.1,65,0.090443,0.000225288259791723,0.1457298,0.000273320617591054,52
"4146",12,0.2,1,1,1,5,1,"hist",0.5,0.1,66,0.0900512,0.000289724973036657,0.1457666,0.000393299682175921,52
"4147",12,0.2,1,1,1,5,1,"hist",0.5,0.1,67,0.0895558,0.000258273033822837,0.1456166,0.000359207238229615,52
"4148",12,0.2,1,1,1,5,1,"hist",0.5,0.1,68,0.0890646,0.000438881122855646,0.1454588,0.000221389611317018,52
"4149",12,0.2,1,1,1,5,1,"hist",0.5,0.1,69,0.088666,0.00042894521794885,0.14533,0.000240393011543108,52
"4150",12,0.2,1,1,1,5,1,"hist",0.5,0.1,70,0.088196,0.000628398917886472,0.1451634,0.000391065007389124,52
"4151",12,0.2,1,1,1,5,1,"hist",0.5,0.1,71,0.0877576,0.000595235953214616,0.145022,0.000315250376679386,52
"4152",12,0.2,1,1,1,5,1,"hist",0.5,0.1,72,0.0874432,0.000654912330011088,0.1449792,0.000284128421667961,52
"4153",12,0.2,1,1,1,5,1,"hist",0.5,0.1,73,0.087066,0.000617477448980166,0.144847,0.000314597520644016,52
