"","max_depth","gamma","colsample_bytree","min_child_weight","subsample","max_delta_step","eta","tree_method","iter","train_rmse_mean","train_rmse_std","test_rmse_mean","test_rmse_std"
"808",12,0,1,1,1,0,1,"hist",8,0.1847054,0.00387206826386063,0.1983788,0.00268406932846407
"809",12,0,1,1,1,0,1,"hist",9,0.1815214,0.00369322653515898,0.1955684,0.00255683418312447
"810",12,0,1,1,1,0,1,"hist",10,0.1777106,0.00425711430901301,0.192522,0.00315638273978287
"811",12,0,1,1,1,0,1,"hist",11,0.1741932,0.00582277021356702,0.1898288,0.00427531343412366
"812",12,0,1,1,1,0,1,"hist",12,0.1709514,0.00507547525262372,0.1876242,0.00386639705151941
"813",12,0,1,1,1,0,1,"hist",13,0.1677862,0.00367173846563152,0.1857506,0.00319790747833593
"814",12,0,1,1,1,0,1,"hist",14,0.1643956,0.00303850987163072,0.1832292,0.00202201438174825
"815",12,0,1,1,1,0,1,"hist",15,0.1624474,0.00283730552461351,0.181918,0.0022651120060608
"816",12,0,1,1,1,0,1,"hist",16,0.1597328,0.00297097569158638,0.1799728,0.0022255566854154
"817",12,0,1,1,1,0,1,"hist",17,0.1561508,0.00225311849666104,0.1773772,0.00262569483375253
"818",12,0,1,1,1,0,1,"hist",18,0.153513,0.00273158122705542,0.1754068,0.00340439712137115
"819",12,0,1,1,1,0,1,"hist",19,0.1511336,0.00285350609601567,0.173761,0.00314737052156255
"820",12,0,1,1,1,0,1,"hist",20,0.1495896,0.0021889422651141,0.1726456,0.00266234307330961
"821",12,0,1,1,1,0,1,"hist",21,0.146266,0.000912198004819809,0.1706436,0.0022702416259068
"822",12,0,1,1,1,0,1,"hist",22,0.1431964,0.00144118986951643,0.1683688,0.0027826615604497
"823",12,0,1,1,1,0,1,"hist",23,0.1410064,0.00207862027316224,0.1666788,0.00329135852802472
"824",12,0,1,1,1,0,1,"hist",24,0.1391268,0.00280370885792378,0.1657552,0.00349416246903342
"825",12,0,1,1,1,0,1,"hist",25,0.1370494,0.00230379639725308,0.1646572,0.00323745736033651
"826",12,0,1,1,1,0,1,"hist",26,0.135372,0.00230798162904367,0.1635184,0.00324820914351211
"827",12,0,1,1,1,0,1,"hist",27,0.1332114,0.0017019139343694,0.1622368,0.00264284357463608
"828",12,0,1,1,1,0,1,"hist",28,0.1313334,0.00193604747875748,0.1610698,0.00279680277459738
"829",12,0,1,1,1,0,1,"hist",29,0.1302552,0.00209173204784972,0.1604866,0.00294053332577622
"830",12,0,1,1,1,0,1,"hist",30,0.1284882,0.00293003299640102,0.1597952,0.00331720047027655
"831",12,0,1,1,1,0,1,"hist",31,0.1276448,0.00307279015879701,0.1593196,0.00317848508569702
"832",12,0,1,1,1,0,1,"hist",32,0.1253368,0.00301402683465131,0.1581418,0.00240427098306334
"833",12,0,1,1,1,0,1,"hist",33,0.1234954,0.00278604368953563,0.1568914,0.00198016237718087
"834",12,0,1,1,1,0,1,"hist",34,0.122608,0.0028416482540952,0.1564868,0.00215385249262732
"835",12,0,1,1,1,0,1,"hist",35,0.1215486,0.00308443133170416,0.1559828,0.00238779072784898
"836",12,0,1,1,1,0,1,"hist",36,0.119613,0.00331077368601355,0.1550852,0.00238484317304095
"837",12,0,1,1,1,0,1,"hist",37,0.118137,0.00336409048629772,0.1544382,0.00219032667883104
"838",12,0,1,1,1,0,1,"hist",38,0.1170098,0.00350707800882732,0.1537834,0.00239342888759968
"839",12,0,1,1,1,0,1,"hist",39,0.1158508,0.00313685418213837,0.1531376,0.00211978966881068
"840",12,0,1,1,1,0,1,"hist",40,0.1145562,0.00292627417717496,0.1526534,0.00228933288099525
"841",12,0,1,1,1,0,1,"hist",41,0.1136304,0.00306582638777909,0.1519894,0.00247121990927589
"842",12,0,1,1,1,0,1,"hist",42,0.1128758,0.00345818596376771,0.1516532,0.00278830453143202
"843",12,0,1,1,1,0,1,"hist",43,0.1122276,0.00364395124006904,0.1513336,0.00260299624279488
"844",12,0,1,1,1,0,1,"hist",44,0.1117474,0.0036012488722665,0.151072,0.00259153668698617
"845",12,0,1,1,1,0,1,"hist",45,0.110682,0.00354857774326545,0.1505684,0.00208112859766086
"846",12,0,1,1,1,0,1,"hist",46,0.109275,0.00328473262229998,0.1500094,0.00239382861541868
"847",12,0,1,1,1,0,1,"hist",47,0.10872,0.00303622331194515,0.1499478,0.00239822746210651
"848",12,0,1,1,1,0,1,"hist",48,0.107898,0.00270963820463193,0.1497298,0.00226210410016919
"849",12,0,1,1,1,0,1,"hist",49,0.1071396,0.00239320710344915,0.1494552,0.00247030446706434
"850",12,0,1,1,1,0,1,"hist",50,0.1065678,0.00215747087118239,0.1491996,0.00246860354046502
"851",12,0,1,1,1,0,1,"hist",51,0.1060902,0.0018464945599704,0.1490274,0.00229638538577455
"852",12,0,1,1,1,0,1,"hist",52,0.1051184,0.00161633791021535,0.1488,0.00223640416740947
"853",12,0,1,1,1,0,1,"hist",53,0.1041636,0.00155986071173033,0.1484288,0.00206378161635372
"854",12,0,1,1,1,0,1,"hist",54,0.103398,0.00169657914640033,0.1482906,0.00202499131850069
"855",12,0,1,1,1,0,1,"hist",55,0.1025694,0.0017901889956092,0.14791,0.00178251664788907
"856",12,0,1,1,1,0,1,"hist",56,0.1015162,0.00144416874360233,0.1475396,0.00187872782488563
"857",12,0,1,1,1,0,1,"hist",57,0.100889,0.00125903359764577,0.1473694,0.0017609969449139
"858",12,0,1,1,1,0,1,"hist",58,0.1005184,0.00118692065446692,0.1470828,0.00186297358005821
"859",12,0,1,1,1,0,1,"hist",59,0.0999492,0.00117503487607803,0.1469784,0.00192059413723966
"860",12,0,1,1,1,0,1,"hist",60,0.0994412,0.0012767896302834,0.146791,0.00182172720240992
"861",12,0,1,1,1,0,1,"hist",61,0.0988306,0.00153542392843106,0.146536,0.00182977124253322
"862",12,0,1,1,1,0,1,"hist",62,0.0983332,0.00171601065264764,0.1463386,0.00180289773420375
"863",12,0,1,1,1,0,1,"hist",63,0.0976386,0.00183578687216123,0.1461954,0.0018165695802807
"864",12,0,1,1,1,0,1,"hist",64,0.097249,0.00193119734879637,0.1460878,0.00186789832699773
"865",12,0,1,1,1,0,1,"hist",65,0.0969548,0.00189697595135047,0.1459932,0.00174672017220999
"866",12,0,1,1,1,0,1,"hist",66,0.0964878,0.00174776547625821,0.1459886,0.00173909500603065
"867",12,0,1,1,1,0,1,"hist",67,0.0960282,0.00189311789384586,0.1458384,0.00184270568458308
"868",12,0,1,1,1,0,1,"hist",68,0.095633,0.00196267766074831,0.1457076,0.00189874280512181
"869",12,0,1,1,1,0,1,"hist",69,0.095274,0.00202626898510546,0.1456552,0.00185845865167851
"870",12,0,1,1,1,0,1,"hist",70,0.0949262,0.00207096647969036,0.1455322,0.00185868527728585
"871",12,0,1,1,1,0,1,"hist",71,0.094605,0.00197344308253331,0.1454336,0.00182135889928332
"872",12,0,1,1,1,0,1,"hist",72,0.0942934,0.00192172761857711,0.1453178,0.00176722125383298
"873",12,0,1,1,1,0,1,"hist",73,0.093653,0.00219637319233312,0.1451242,0.0017522866660454
"874",12,0,1,1,1,0,1,"hist",74,0.0931056,0.00208029003747087,0.1449604,0.00173893951591256
"875",12,0,1,1,1,0,1,"hist",75,0.0926372,0.00207116908049506,0.1449344,0.00182906605676304
"876",12,0,1,1,1,0,1,"hist",76,0.0919714,0.0020843336201292,0.1448504,0.00178073126552014
"877",12,0,1,1,1,0,1,"hist",77,0.0915032,0.00196519173619299,0.1445962,0.00181208481037738
"878",12,0,1,1,1,0,1,"hist",78,0.090824,0.00216078319134535,0.144493,0.00190109126556215
"879",12,0,1,1,1,0,1,"hist",79,0.0904456,0.0022278425976716,0.1443456,0.00186682324819572
"880",12,0,1,1,1,0,1,"hist",80,0.0899326,0.00201009876374308,0.14409,0.00188735232534933
"881",13,0,1,1,1,0,1,"hist",1,0.2458114,0.000883618605504864,0.251273,0.000592731305045388
"882",13,0,1,1,1,0,1,"hist",2,0.2154198,0.00136119835439522,0.2244798,0.00126372883167366
"883",13,0,1,1,1,0,1,"hist",3,0.2053512,0.00144225204454631,0.2162512,0.000467764641672792
"884",13,0,1,1,1,0,1,"hist",4,0.1999366,0.00214559629007964,0.212583,0.000796121096315806
"885",13,0,1,1,1,0,1,"hist",5,0.1939632,0.0017575622208039,0.2073214,0.00171891379655939
"886",13,0,1,1,1,0,1,"hist",6,0.1904116,0.00176744409812787,0.2041038,0.00154243721428128
"887",13,0,1,1,1,0,1,"hist",7,0.184936,0.0028792725470167,0.1994912,0.00158745776636795
"888",13,0,1,1,1,0,1,"hist",8,0.181108,0.00348265444740185,0.1976262,0.00175088005299961
"889",13,0,1,1,1,0,1,"hist",9,0.177156,0.00264045503654148,0.1944388,0.00139407179155209
"890",13,0,1,1,1,0,1,"hist",10,0.1711678,0.0033514617945009,0.1897654,0.00142745151931608
"891",13,0,1,1,1,0,1,"hist",11,0.1663146,0.00374918042243913,0.1857122,0.0018273586840031
"892",13,0,1,1,1,0,1,"hist",12,0.1605866,0.0055711556646712,0.1808676,0.00337412083956676
"893",13,0,1,1,1,0,1,"hist",13,0.1568766,0.0060101983860766,0.1780524,0.00375534587488343
"894",13,0,1,1,1,0,1,"hist",14,0.1526892,0.00621711561417355,0.175224,0.00424077997542938
"895",13,0,1,1,1,0,1,"hist",15,0.1493736,0.00525090744919386,0.173257,0.00363931702383905
"896",13,0,1,1,1,0,1,"hist",16,0.1465432,0.00457787424029942,0.171488,0.0032916590345903
"897",13,0,1,1,1,0,1,"hist",17,0.142593,0.00344142755262984,0.1686506,0.0030915256169073
"898",13,0,1,1,1,0,1,"hist",18,0.1393928,0.003222353078109,0.1664416,0.00222651086680473
"899",13,0,1,1,1,0,1,"hist",19,0.1364656,0.00323484018770657,0.1645868,0.00217488035532934
"900",13,0,1,1,1,0,1,"hist",20,0.1341804,0.00341270189732418,0.1632546,0.0022410291028903
"901",13,0,1,1,1,0,1,"hist",21,0.1313102,0.00296644368899914,0.161292,0.0016500209695647
"902",13,0,1,1,1,0,1,"hist",22,0.1280516,0.0016028007486888,0.1599462,0.00143480387509799
"903",13,0,1,1,1,0,1,"hist",23,0.1258882,0.00159836533996393,0.1588436,0.00199404499447692
"904",13,0,1,1,1,0,1,"hist",24,0.1241316,0.00216353845355223,0.1579648,0.00209782510233925
"905",13,0,1,1,1,0,1,"hist",25,0.1227424,0.00269575611656532,0.1571148,0.00233093100712992
"906",13,0,1,1,1,0,1,"hist",26,0.1206554,0.00261337181434277,0.1559486,0.00216731341526876
"907",13,0,1,1,1,0,1,"hist",27,0.1189626,0.00243054402140714,0.1549152,0.0020582523071764
"908",13,0,1,1,1,0,1,"hist",28,0.1172334,0.00217736736450227,0.1541452,0.0019153541082517
"909",13,0,1,1,1,0,1,"hist",29,0.1164626,0.00204375053272173,0.1538176,0.00185467717945722
"910",13,0,1,1,1,0,1,"hist",30,0.114785,0.0013580063328284,0.1532992,0.00163952107641263
"911",13,0,1,1,1,0,1,"hist",31,0.1135052,0.00136796716334879,0.1526416,0.0012857573021394
"912",13,0,1,1,1,0,1,"hist",32,0.112287,0.00167929628118461,0.151983,0.00120508588905442
"913",13,0,1,1,1,0,1,"hist",33,0.1105036,0.00178573980187499,0.1509604,0.00061634230748858
"914",13,0,1,1,1,0,1,"hist",34,0.1091242,0.00201777158271181,0.1505418,0.000727954504072236
"915",13,0,1,1,1,0,1,"hist",35,0.10797,0.00183176603309487,0.1502302,0.000807588360489472
"916",13,0,1,1,1,0,1,"hist",36,0.1068042,0.00196770418508476,0.1498416,0.00096949607528912
"917",13,0,1,1,1,0,1,"hist",37,0.1059812,0.00179898286817868,0.1495724,0.00106649530707092
"918",13,0,1,1,1,0,1,"hist",38,0.1055728,0.00196905250310897,0.1493586,0.00115955243089672
"919",13,0,1,1,1,0,1,"hist",39,0.1043748,0.00148671253441918,0.1490642,0.00109409257377832
"920",13,0,1,1,1,0,1,"hist",40,0.1037818,0.00148089424335378,0.1489084,0.00113741559686858
"921",13,0,1,1,1,0,1,"hist",41,0.1030092,0.00117679741672076,0.148543,0.000851836369263159
"922",13,0,1,1,1,0,1,"hist",42,0.1022958,0.0012683137466726,0.1482718,0.000962038751816095
"923",13,0,1,1,1,0,1,"hist",43,0.1013326,0.00139242257953549,0.147799,0.00119011343996971
"924",13,0,1,1,1,0,1,"hist",44,0.1007724,0.00148813528954839,0.1477054,0.00113281465386148
"925",13,0,1,1,1,0,1,"hist",45,0.1002366,0.00133718429545107,0.1474912,0.00104979224611519
"926",13,0,1,1,1,0,1,"hist",46,0.0993792,0.00134488607695919,0.1470918,0.00102718029576247
"927",13,0,1,1,1,0,1,"hist",47,0.098567,0.00153589413697644,0.1468248,0.00116688121074882
"928",13,0,1,1,1,0,1,"hist",48,0.0978018,0.00171554310933839,0.1464092,0.00113837575518569
"929",13,0,1,1,1,0,1,"hist",49,0.0969646,0.0016925691241424,0.1460256,0.000921558592818563
"930",13,0,1,1,1,0,1,"hist",50,0.0964444,0.00173888764444399,0.1458888,0.000883711808224767
"931",13,0,1,1,1,0,1,"hist",51,0.095966,0.00188178415340365,0.1456508,0.000847377932213509
"932",13,0,1,1,1,0,1,"hist",52,0.0954584,0.00175315847543817,0.145489,0.000984359283999472
"933",13,0,1,1,1,0,1,"hist",53,0.094844,0.00160998968940813,0.145218,0.000856404343750849
"934",13,0,1,1,1,0,1,"hist",54,0.0942466,0.00159531396282953,0.1450856,0.000717467657807666
"935",13,0,1,1,1,0,1,"hist",55,0.0935516,0.00139616640841992,0.14494,0.00059633312837268
"936",13,0,1,1,1,0,1,"hist",56,0.0929954,0.00134973710032704,0.1447072,0.000669180513761621
"937",13,0,1,1,1,0,1,"hist",57,0.0922952,0.00114649996075012,0.1445992,0.000625679278865217
"938",13,0,1,1,1,0,1,"hist",58,0.0915538,0.000957911352891573,0.1444056,0.000644042420964683
"939",13,0,1,1,1,0,1,"hist",59,0.091271,0.000993889933542851,0.1442412,0.000670300648963154
"940",13,0,1,1,1,0,1,"hist",60,0.090897,0.00103643967504081,0.1440666,0.000713660311354088
"941",13,0,1,1,1,0,1,"hist",61,0.0903534,0.00120944046566968,0.144044,0.000822589326455857
"942",13,0,1,1,1,0,1,"hist",62,0.0899518,0.00120042282550768,0.1438554,0.000729319299073264
"943",13,0,1,1,1,0,1,"hist",63,0.089559,0.00104843063671372,0.1437638,0.000753386859456707
"944",13,0,1,1,1,0,1,"hist",64,0.0890638,0.00107375684398312,0.1437358,0.00078257763832195
"945",13,0,1,1,1,0,1,"hist",65,0.0884828,0.00104779910288209,0.1434784,0.000762281470324859
"946",13,0,1,1,1,0,1,"hist",66,0.087992,0.000867602674039051,0.1433122,0.000642153377319771
"947",13,0,1,1,1,0,1,"hist",67,0.0877138,0.000911483274667695,0.1432334,0.000705050806677573
"948",13,0,1,1,1,0,1,"hist",68,0.0872264,0.000708304623732402,0.143167,0.000775166562745809
"949",13,0,1,1,1,0,1,"hist",69,0.0869472,0.000783305661922348,0.1430946,0.000842074961036417
"950",13,0,1,1,1,0,1,"hist",70,0.0864388,0.000814886347904353,0.1430802,0.000819425506073426
"951",13,0,1,1,1,0,1,"hist",71,0.0859074,0.000749185584485441,0.1429708,0.000798925628577202
"952",13,0,1,1,1,0,1,"hist",72,0.0855144,0.000852103186239535,0.1429326,0.000811019753152173
"953",13,0,1,1,1,0,1,"hist",73,0.085144,0.000744983489750289,0.142834,0.000873473983588053
"954",13,0,1,1,1,0,1,"hist",74,0.0847078,0.000770371442876479,0.142735,0.000896107806013881
"955",13,0,1,1,1,0,1,"hist",75,0.0843618,0.000651671819246561,0.1426676,0.000931277531136209
"956",13,0,1,1,1,0,1,"hist",76,0.0840906,0.000707906377990397,0.1425636,0.000928075772766829
"957",13,0,1,1,1,0,1,"hist",77,0.0838404,0.000753361161727898,0.1424568,0.000975650224211046
"958",13,0,1,1,1,0,1,"hist",78,0.0836016,0.000784269494498274,0.1423312,0.000906992039657892
"959",13,0,1,1,1,0,1,"hist",79,0.0833214,0.000716012737316283,0.1422636,0.000928804306622611
"960",13,0,1,1,1,0,1,"hist",80,0.08304,0.000660527970641829,0.1422216,0.000968614804757644
"961",14,0,1,1,1,0,1,"hist",1,0.2399952,0.000610144704144525,0.2471706,0.000370831821737686
"962",14,0,1,1,1,0,1,"hist",2,0.2076772,0.000757094815726165,0.2189722,0.000500846643197157
"963",14,0,1,1,1,0,1,"hist",3,0.1960158,0.00201333031567157,0.2089584,0.00225213193219253
"964",14,0,1,1,1,0,1,"hist",4,0.1877688,0.00273029942680229,0.2027536,0.00237789306740217
"965",14,0,1,1,1,0,1,"hist",5,0.1821084,0.00155913419563531,0.1985796,0.00161768953758138
"966",14,0,1,1,1,0,1,"hist",6,0.1778426,0.00191210968304705,0.1949904,0.00140193046903045
"967",14,0,1,1,1,0,1,"hist",7,0.1731168,0.00185843755881034,0.1913714,0.000640863667246271
"968",14,0,1,1,1,0,1,"hist",8,0.1679888,0.00287393725749271,0.1876726,0.000754898032851384
"969",14,0,1,1,1,0,1,"hist",9,0.1636554,0.00288144870507781,0.18413,0.00189937747696631
"970",14,0,1,1,1,0,1,"hist",10,0.1579908,0.00272791681691289,0.1795898,0.00105692921238901
"971",14,0,1,1,1,0,1,"hist",11,0.1531292,0.00274200425966161,0.1762688,0.00124827359180521
"972",14,0,1,1,1,0,1,"hist",12,0.1494584,0.00320365676064091,0.1745506,0.00171968166821598
"973",14,0,1,1,1,0,1,"hist",13,0.1466128,0.00367688750983786,0.172326,0.00231149674453584
"974",14,0,1,1,1,0,1,"hist",14,0.1425976,0.00287824763354409,0.169895,0.0019129363815885
"975",14,0,1,1,1,0,1,"hist",15,0.138071,0.00186250702012113,0.1670152,0.00233687332990072
"976",14,0,1,1,1,0,1,"hist",16,0.1350972,0.00104592894596227,0.1657986,0.00188428433098693
"977",14,0,1,1,1,0,1,"hist",17,0.1326916,0.00119520652608815,0.1642526,0.00191005608294731
"978",14,0,1,1,1,0,1,"hist",18,0.1312144,0.00180150077435563,0.1637388,0.00199860225157543
"979",14,0,1,1,1,0,1,"hist",19,0.1287672,0.00211130588972846,0.162697,0.00236539493531289
"980",14,0,1,1,1,0,1,"hist",20,0.1272452,0.00256701058821358,0.1618488,0.00225464422027211
"981",14,0,1,1,1,0,1,"hist",21,0.1249314,0.00239900451020831,0.1601066,0.00225840276301637
"982",14,0,1,1,1,0,1,"hist",22,0.1224314,0.00299962488321482,0.158807,0.00199334743584755
"983",14,0,1,1,1,0,1,"hist",23,0.119858,0.00282597374368518,0.1578642,0.00239219074490253
"984",14,0,1,1,1,0,1,"hist",24,0.1187316,0.00282146065717763,0.1572838,0.00257872134206025
"985",14,0,1,1,1,0,1,"hist",25,0.1170338,0.00321836171988192,0.1561918,0.00214225174991237
"986",14,0,1,1,1,0,1,"hist",26,0.1154918,0.00296574829680442,0.1554398,0.00198387765751767
"987",14,0,1,1,1,0,1,"hist",27,0.1131936,0.00311179206246137,0.1542002,0.00191181415414797
"988",14,0,1,1,1,0,1,"hist",28,0.1116992,0.00292848646232129,0.1535116,0.00167830576475146
"989",14,0,1,1,1,0,1,"hist",29,0.1103434,0.0028865487766539,0.1530786,0.00148334130934144
"990",14,0,1,1,1,0,1,"hist",30,0.1092026,0.00277007181134364,0.152637,0.00154401178752056
"991",14,0,1,1,1,0,1,"hist",31,0.1079984,0.00236037841034041,0.1521928,0.0015234255347744
"992",14,0,1,1,1,0,1,"hist",32,0.106265,0.00247952955215309,0.1516512,0.00155429809238867
"993",14,0,1,1,1,0,1,"hist",33,0.1047496,0.0020588871362944,0.1508264,0.00168119881037367
"994",14,0,1,1,1,0,1,"hist",34,0.1037706,0.00184183415105694,0.1502508,0.00206426445980171
"995",14,0,1,1,1,0,1,"hist",35,0.1028584,0.00167086463844294,0.1499638,0.00202144012030983
"996",14,0,1,1,1,0,1,"hist",36,0.1017404,0.00194368213450671,0.1492834,0.0022540021827838
"997",14,0,1,1,1,0,1,"hist",37,0.1004284,0.00209590807050271,0.1486992,0.0029232751769203
"998",14,0,1,1,1,0,1,"hist",38,0.0997024,0.00215133415349631,0.1483028,0.00281866481866811
"999",14,0,1,1,1,0,1,"hist",39,0.0989484,0.00223362893964057,0.1479122,0.00268183328340937
"1000",14,0,1,1,1,0,1,"hist",40,0.0976644,0.00184295117678156,0.147482,0.00291376313381859
"1001",14,0,1,1,1,0,1,"hist",41,0.0967254,0.00208357909377125,0.1473152,0.00288295580264363
"1002",14,0,1,1,1,0,1,"hist",42,0.0962532,0.00217334308382281,0.147142,0.00281652892759955
"1003",14,0,1,1,1,0,1,"hist",43,0.0957426,0.00209347353458312,0.146922,0.00283623659097762
"1004",14,0,1,1,1,0,1,"hist",44,0.0949696,0.00186564376020731,0.1464766,0.00260006435305065
"1005",14,0,1,1,1,0,1,"hist",45,0.0945316,0.00173465484751288,0.1463062,0.00263041193732106
"1006",14,0,1,1,1,0,1,"hist",46,0.0939716,0.00192682190147396,0.14609,0.00260075273718967
"1007",14,0,1,1,1,0,1,"hist",47,0.0931998,0.00190617537493297,0.1458356,0.00275403737084347
"1008",14,0,1,1,1,0,1,"hist",48,0.0925316,0.00179044582157646,0.14565,0.0027113091302915
"1009",14,0,1,1,1,0,1,"hist",49,0.091885,0.00165075703845187,0.145725,0.0026694819722189
"1010",14,0,1,1,1,0,1,"hist",50,0.091206,0.00141644413938573,0.14538,0.00266709519890061
"1011",14,0,1,1,1,0,1,"hist",51,0.0904926,0.00124426855622106,0.1450818,0.00254522402943321
"1012",14,0,1,1,1,0,1,"hist",52,0.0896704,0.00146582913056062,0.1450088,0.00265155994840836
"1013",14,0,1,1,1,0,1,"hist",53,0.0890282,0.0013602450367486,0.1447642,0.00285080812402318
"1014",14,0,1,1,1,0,1,"hist",54,0.0886824,0.00134534480338687,0.1446244,0.00281992833951562
"1015",14,0,1,1,1,0,1,"hist",55,0.0881988,0.00130535074213797,0.1445496,0.00278666607974521
"1016",14,0,1,1,1,0,1,"hist",56,0.087631,0.00134334522740805,0.1443932,0.00275340512093655
"1017",14,0,1,1,1,0,1,"hist",57,0.0870846,0.00123353226143485,0.1443846,0.00270755687659536
"1018",14,0,1,1,1,0,1,"hist",58,0.086635,0.00131669935824339,0.1443338,0.00276816924337999
"1019",14,0,1,1,1,0,1,"hist",59,0.0861792,0.00118545373591716,0.1443172,0.00269740478237825
"1020",14,0,1,1,1,0,1,"hist",60,0.0857768,0.00127573106883876,0.1441912,0.00269348602372566
"1021",14,0,1,1,1,0,1,"hist",61,0.0851746,0.00122091582019362,0.1440472,0.00261987468402553
"1022",14,0,1,1,1,0,1,"hist",62,0.084748,0.00135943179306653,0.1440226,0.00260825057078534
"1023",14,0,1,1,1,0,1,"hist",63,0.084328,0.00133173435789545,0.1440432,0.0024841503497164
"1024",14,0,1,1,1,0,1,"hist",64,0.083861,0.00111962225772844,0.1439958,0.0024245879979903
"1025",14,0,1,1,1,0,1,"hist",65,0.083446,0.00112500115555459,0.1439294,0.00232481772188592
"1026",14,0,1,1,1,0,1,"hist",66,0.0831028,0.00110098908259763,0.143922,0.00228989798899468
"1027",14,0,1,1,1,0,1,"hist",67,0.0827508,0.00102751163497094,0.1437282,0.00220114764611553
"1028",14,0,1,1,1,0,1,"hist",68,0.0823848,0.00108037500896655,0.1436288,0.00220383968563993
"1029",14,0,1,1,1,0,1,"hist",69,0.0821472,0.0010762045158797,0.1435552,0.00226688053500809
"1030",14,0,1,1,1,0,1,"hist",70,0.0818432,0.00104625950891713,0.143471,0.00219720777351549
"1031",14,0,1,1,1,0,1,"hist",71,0.0814796,0.00119099565070559,0.1432892,0.00222637116402397
"1032",14,0,1,1,1,0,1,"hist",72,0.0810972,0.00108954401471471,0.143188,0.00216519735820997
"1033",14,0,1,1,1,0,1,"hist",73,0.0807886,0.00111388538009951,0.1429922,0.00230139300424735
"1034",14,0,1,1,1,0,1,"hist",74,0.080471,0.0012059404628756,0.1429386,0.00223736975933776
"1035",14,0,1,1,1,0,1,"hist",75,0.0801968,0.00121137019940231,0.1429076,0.0022334839690489
"1036",14,0,1,1,1,0,1,"hist",76,0.0799188,0.00132746335542688,0.1428754,0.00226523434549318
"1037",14,0,1,1,1,0,1,"hist",77,0.079761,0.00141023359767124,0.1428624,0.00225535403872674
"1038",14,0,1,1,1,0,1,"hist",78,0.0795408,0.00148502934651167,0.1427638,0.00219557340118772
"1039",14,0,1,1,1,0,1,"hist",79,0.0793004,0.00149821969016535,0.1426908,0.0021278294480525
"1040",14,0,1,1,1,0,1,"hist",80,0.079118,0.0014738868341901,0.1425688,0.00205312974748325
"1041",15,0,1,1,1,0,1,"hist",1,0.235195,0.000276477847232433,0.2445006,0.000988964832541448
"1042",15,0,1,1,1,0,1,"hist",2,0.2004094,0.000676621489461424,0.2145352,0.0010672475626548
"1043",15,0,1,1,1,0,1,"hist",3,0.1885296,0.0022478903531979,0.2045314,0.00152276401323424
"1044",15,0,1,1,1,0,1,"hist",4,0.18201,0.00320879092494266,0.199967,0.00203890411741076
"1045",15,0,1,1,1,0,1,"hist",5,0.174278,0.00373039558224092,0.1935618,0.00338492525175891
"1046",15,0,1,1,1,0,1,"hist",6,0.1679768,0.00388004697909647,0.1886804,0.00352267969591323
"1047",15,0,1,1,1,0,1,"hist",7,0.1637234,0.00494536957567403,0.1856284,0.00407866750790019
"1048",15,0,1,1,1,0,1,"hist",8,0.1568582,0.0030042590700535,0.1801076,0.00315490815080099
"1049",15,0,1,1,1,0,1,"hist",9,0.1503992,0.00346245614557057,0.1757792,0.00313383097182993
"1050",15,0,1,1,1,0,1,"hist",10,0.1457016,0.00473281364940565,0.1728376,0.00359935875400008
"1051",15,0,1,1,1,0,1,"hist",11,0.1409828,0.00578695175027399,0.16965,0.00398040374836544
"1052",15,0,1,1,1,0,1,"hist",12,0.1381266,0.00512094638128566,0.1679336,0.00354723749416444
"1053",15,0,1,1,1,0,1,"hist",13,0.1346662,0.00436255780019074,0.1663712,0.00303098890793052
"1054",15,0,1,1,1,0,1,"hist",14,0.1296706,0.00415801282345275,0.1629,0.00279240011459715
"1055",15,0,1,1,1,0,1,"hist",15,0.1255532,0.00565220174445316,0.1610098,0.00304915512232443
"1056",15,0,1,1,1,0,1,"hist",16,0.1237286,0.00533320393759715,0.1600524,0.00270764389091291
"1057",15,0,1,1,1,0,1,"hist",17,0.1217014,0.00611657631686215,0.1588216,0.00299262343772101
"1058",15,0,1,1,1,0,1,"hist",18,0.1200196,0.00510592125281984,0.1576666,0.00307529612232777
"1059",15,0,1,1,1,0,1,"hist",19,0.1184386,0.00427553419352464,0.1568734,0.00267953836322564
"1060",15,0,1,1,1,0,1,"hist",20,0.1170004,0.00426027893922453,0.1559374,0.00274534198962469
"1061",15,0,1,1,1,0,1,"hist",21,0.1155098,0.00470785426282519,0.1551938,0.00253295924957419
"1062",15,0,1,1,1,0,1,"hist",22,0.1142086,0.00452023785214895,0.154334,0.00226488684044107
"1063",15,0,1,1,1,0,1,"hist",23,0.1129734,0.00427207259301609,0.1537176,0.0019443379953084
"1064",15,0,1,1,1,0,1,"hist",24,0.110252,0.00387912438573438,0.1526226,0.00201025049185459
"1065",15,0,1,1,1,0,1,"hist",25,0.108202,0.00395007361956695,0.1517558,0.00181625013695826
"1066",15,0,1,1,1,0,1,"hist",26,0.1061924,0.00431447005320454,0.1513594,0.00172123474285206
"1067",15,0,1,1,1,0,1,"hist",27,0.104559,0.00379680544668799,0.1507776,0.00203756527257341
"1068",15,0,1,1,1,0,1,"hist",28,0.10373,0.00332466515607199,0.1503686,0.00179227259087531
"1069",15,0,1,1,1,0,1,"hist",29,0.1028648,0.00333699537907979,0.149953,0.00165228811047064
"1070",15,0,1,1,1,0,1,"hist",30,0.1016464,0.00278666521850045,0.1495664,0.00160188608833551
